TABLE_DESC_THAI,UNIT1T,NOTE1T,SOURCE_THAI1,COMPILED_BY_THAI1,คุณภาพน้ำทะเล,ชายฝั่งทะเล,ปี,จำนวน
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2545,         6.3 - 6.5
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2546,5.3-7.9
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2547,5.4-6.9
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2548,8.0 - 8.7
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2549,5.7 - 7.5
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2550,5.8 - 7.6
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2551,5.3 - 6.81
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2552,5.64 - 6.59
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2553,3.70-5.74
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2554,3.97 - 5.53
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2555,5.19-6.42
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2556,3.68-4.61
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2557,5.81 - 6.59
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดพัทยา,2558,4.26 - 5.41
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดจอมเทียน,2541,5.3 - 6.6
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดจอมเทียน,2542,6.4 - 6.8
คุณภาพน้ำทะเลบริเวณชายฝั่งทะเลที่สำคัญ ปี พ.ศ.,"มก./ล.ม, เอ็มพีเอ็น/100 มล.",,กรมควบคุมมลพิษ กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,,ปริมาณออกซิเจนละลายน้ำมก./ล.,    หาดจอมเทียน,2543,6.0 - 6.7
